Gen_ACCESSCMT	Gen_COMMENTS	s_Generation	s_GUID	s_Lineage	ACCESSION	PARA_SPEC	PARA_GENUS	HOST_SPEC	HOST_GENUS	CLASS	BODY_LOC	HOSTTAXON	ORIGFLDNO	MUSEUMNO	FIXATIVE	STAINS	MOUNTANT	LOCAL_GEO	LOCAL_POL	LOCAL_MAP	LATDEG	LATMIN	LATSEC	LATDIR	LONGDEG	LONGMIN	LONGSEC	LONGDIR	TYPE_STAT	STORAGE_NO	COLLECTOR	COLL_DATE	IDENTIFIER	IDENT_DATE	DONOR	BORROWER	LOAN_DATE	Create_D	STAGE	SEX	COMMENTS	ACCESSCMT
1	1	1	{AAD2D349-8A0C-11D2-A88F-0080296707ED}		63349		DIDYMOZOID E	JUBELINI	POMADASYS	DIGENEA	SM INTESTINE	Pisces: Pomadasyidae	JDThomas-G63A				Permount	AFRICA	GHANA,TEMA										VOUCHER	969-20	THOMAS, J D	19-Dec-64	FISCHTHAL, J H: THOMAS, J D	1967		0					1 slide, Didymozoid E, immature, G63A.  Collected between Dec 1964 and March 1966. Didymozoidae.   Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
1	1	1	{AAD26EB4-8A0C-11D2-A88F-0080296707ED}		35821		CESTODA cyst	CRUENTATUS	PRIACANTHUS	CESTODA	INTESTINE		GAMacCallum-567					NORTH AMERICA	USA,NY,NEW YORK AQUARIUM										VOUCHER	222-3	MACCALLUM, G A	30-May-15				0					1 slide, cyst, voucher.  GAMacCallum-567, glasseye snapper	
1	1	1	{AAD2D34B-8A0C-11D2-A88F-0080296707ED}		63351		DIDYMOZOID E	BELCHERI	PSETTODES	DIGENEA	SM INTESTINE	Pisces: Psettoididae					Permount	AFRICA	GHANA,TEMA										VOUCHER	969-22	THOMAS, J D		FISCHTHAL, J H; THOMSA, J D	1967		0					1 slide, Didymozoid E, immature. Collected between Dec 1964 and March 1966. Didymozoidae.   Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
1	1	1	{AAD2D34E-8A0C-11D2-A88F-0080296707ED}		63355		DIDYMOZOID E	MICRURA	PTEROPLATEA	DIGENEA	STOMACH	Pisces: Trygonidae	JHFischthal-G136-A				Permount	AFRICA	GHANA,TEMA										VOUCHER	970-1	FISCHTHAL, J H	2-Apr-65	FISCHTHAL, J H; THOMAS, J D	1967		0					1 slide, Didymozoid E, immature, G136-A.  Didymozoidae.   Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
1	1	1	{AAD2C6F1-8A0C-11D2-A88F-0080296707ED}		60294		DIDYMOZOID A	BINOTATUS	PUNTIUS	DIGENEA	SM INTESTINE	Pisces: Cyprinidae	REKuntz-PP534-T		AFA		Canada balsam	PACIFIC OCEAN	PHILIPPINES,Palawan Isl.,Tarabanan Concepcion										VOUCHER	86-1	KUNTZ, R E	16-May-62	FISCHTHAL, J H	Apr-64		0			Immature		1 slide, voucher, immature species A.  REKuntz-PP534-T.  Didymozoidae.  Pub. Fischthal & Kuntz, 1964, J  Parasitol 50(2): 253-260.	
1	1	1	{AAD31671-8A0C-11D2-A88F-0080296707ED}		6082		TRICHOSOMA -CAPILLARIA	VISON	PUTORIUS	NEMATODA																			VOUCHER	84-D	HASSALL, A	09 AUG 1892		26 JAN 1897		0					1 vial, vouchers.	
			{D0A0531D-C892-41A8-9484-75E8B5FC70A8}		101153		POLYDELPHIS ?	RETICULATUS	PYTHON	NEMATODA	intestine, stomach, ovaries		HBWard-23.46			Carmine	Canada balsam	PACIFIC OCEAN	PHILIPPINES										VOUCHER	SH230:19-1/88; M900-F	SCHWARTZ COLLECTION	1923	HATCHETT, M P	1925-1926		0		11/18/08			88 slides (cross sections), 1 vial, vouchers.  HBWard-23.46. REMOVED from 50759.  Male C: C1-C23, C25-C27=10um, C-24=15um, C28-C34 (E1-E7)=10um, C35-C40 (F1-F6)=10um, C41-C44 (G1-G4)=10um, C45-C48 (H1-H4)=5um.  Male A:slides 49-65=10um, slides 66-80=20um, slides 81-88=10um. See Hatchett's Thesis. Found in Collection room Nov 2008.	
1	1	1	{AAD26D4B-8A0C-11D2-A88F-0080296707ED}		35462	LONGISPICULUM	TRICHOSOMA -CAPILLARIA	SEBAE	PYTHON	NEMATODA	INTESTINE		Faradji-F1058; GAMacCallum-1947					AFRICA	ZAIRE,AVAKUBI										TYPE	293-10	MACCALLUM, G A	23-Sep-13				0					sp. n., 1 slide,  Type.  GAMacCallum-1947;  Faradji Congo Expedition-F1058.	
1	1	1	{AAD2337D-8A0C-11D2-A88F-0080296707ED}		10725		BACTERIAL CYST		RABBIT	PROTOZOA								NORTH AMERICA	USA,WASHINGTON,DC,HYGENIC LAB										VOUCHER	P79-B	STEMPSON	1909	CRANE	25-Sep-09		0					1 vial, vouchers.	
			{047C3696-87C6-11D3-A891-0080296707ED}		89184		OLIGACANTHORHYNCHIDAE cystacanth	TARAHUMARE	RANA	ACANTHOCEPHALA	body cavity			UAZ-31367 (Univ Arizona Coll)				NORTH AMERICA	Mexico,Sonora,Sierra Madre										VOUCHER	SH123-18	ROBINSON, M D	1-Aug-89	BURSEY, C R	15-Oct-99	50	0		10/21/99	Cystacanth		1 vial, voucher, cystacanth.  Host deposited in Univ Arizona Coll as UAZ-31367.      Locality: Ranchito to Pinos Altos.  Pub Bursey & Goldberg, 2001, J Parasitol 87(2): 340-344.	
			{D0620F63-13CA-420B-9655-F17F631B3DB4}		92281		POLYMORPHIDAE cystacanths	TIGRINIS	RHABDOPHIS	ACANTHOCEPHALA	body cavity stomach, sm int			LACM-146580 (Los Angeles Co Mus Nat Hist)				ASIA	JAPAN,Honshu Is.,Kanagawa Prov,Hakone Town		35	30	0	N	139	50	0	E	VOUCHER	SH129-16	ISHIHARA, T	13-May-98	BURSEY, C R	15-May-02	50	0		5/21/02	Cystacanths		1 vial, vouchers, cystacanths.   Host deposited in Los Angeles Co Mus as LACM-146580.  Pub Goldberg, Bursey, & Telford, Jr., 2004, Comp. Parasitol 71(1): 49-60.	
			{36C92ED8-C7A0-4C31-BEF4-B503B2CDB07D}		94161		ORIBATIDA gen. sp.	OSCULUS	RHINICHYTHYS	ARTHROPODA	GILLS (encysted)		AChoudhury-SPD-00S-32					NORTH AMERICA	USA,AZ,Grand Canyon,Little Colorado R.					N				W	VOUCHER	M1692-G	CHOUDHRUY, A	24-Sep-00	CHOUDHRUY, HOFFNAGLE & COLE	4-Dec-03	144	0		12/8/03	Immature		1 vial, immature.  Host: speckled dace, SPD-00S-32. Locality: Big Canyon Springs, LC2 reach.  Pub Choudhury, A, Hoffnagle, T L, & Cole, R A, 2004 Jour Parasitol: in press.	
			{E7B9C594-9216-4AC6-9B3B-6F516969E147}		94162		ORIBATIDA gen. sp.	OSCULUS	RHINICHYTHYS	ARTHROPODA	GILLS (encysted)		AChoudhury-SPD-00S-19					NORTH AMERICA	USA,AZ,Grand Canyon,Little Colorado R.					N				W	VOUCHER	M1693-A	CHOUDHRUY, A	24-Sep-00	CHOUDHRUY, HOFFNAGLE & COLE	4-Dec-03	144	0		12/8/03	Immature		1 vial, immature.  Host: speckled dace, SPD-00S-19.   Locality: Big Canyon Creek, LC2 reach.  Pub Choudhury, A, Hoffnagle, T L, & Cole, R A, 2004 Jour Parasitol: in press.	
			{2354246A-F415-48F1-95FA-5505C0ADBC8F}		94163		ORIBATIDA gen. sp.	OSCULUS	RHINICHYTHYS	ARTHROPODA	GILLS filament (in situ)		AChoudhury-SPD-00S-12					NORTH AMERICA	USA,AZ,Grand Canyon,Little Colorado R.					N				W	VOUCHER	M1693-B	CHOUDHRUY, A	26-Sep-00	CHOUDHRUY, HOFFNAGLE & COLE	4-Dec-03	144	0		12/8/03	Immature		1 vial, immature.  Host: speckled dace, SPD-00S-12.   Locality: Big Canyon Creek, LC2 reach.  Pub Choudhury, A, Hoffnagle, T L, & Cole, R A, 2004 Jour Parasitol: in press.	
			{ACA39B24-8947-4A90-8101-5A5B74E1D13C}		94175		ORIBATIDA gen. sp.	OSCULUS	RHINICHYTHYS	ARTHROPODA	GILLS		AChoudhury-SPD-00J-4				Canada balsam	NORTH AMERICA	USA,AZ,Grand Canyon,Little Colorado R.					N				W	VOUCHER	134A-19	CHOUDHRUY, A	5-Jun-00	CHOUDHRUY, HOFFNAGLE & COLE	4-Dec-03	144	0		12/8/03			1 slide.  Host: speckled dace, SPD-00J-4.   Locality: Salt Creek.  Pub Choudhury, A, Hoffnagle, T L, & Cole, R A, 2004 Jour Parasitol: in press.	
1	1	1	{AAD2D34D-8A0C-11D2-A88F-0080296707ED}		63354		DIDYMOZOID E	ALBOMACULATUS	RHINOBATUS	DIGENEA	SM INTESTINE	Pisces: Rhinobatidae					Permount	AFRICA	GHANA,TEMA										VOUCHER	969-25	THOMAS, J D		FISCHTHAL, J H; THOMAS, J D	1967		0					1 slide, 2 specimens, Didymozoid E, immature.  Collected between Dec 1964 and March 1966. Didymozoidae.  Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
1	1	1	{AAD34261-8A0C-11D2-A88F-0080296707ED}		86924		OLIGACANTHORHYNCHIDAE cystacanths	LECONTEI	RHINOCHEILUS	ACANTHOCEPHALA	CONNECTIVE TISSUE (ENCYSTED)			LACM-102702 (Los Angeles Co Mus Nat Hist)				NORTH AMERICA	USA,TX,BREWSTER CO,BIG BEND NATINAL PARK										VOUCHER	SH120-5	LOOMIS, R B	1-Aug-72	GOLDBERG, S R; BURSEY, C R; HOLSHUH, H J	3-Oct-96		0		11/13/96	Cystacanth		1 vial, cystacanths.  Coll. 3400' elevation 0.5 mi S Sastalon road, 6 mi W Panther Junction. LACM 102702.  Pub. Goldberg et. al., 1998, J Helm Soc Wash 65:262-265.	
1	1	1	{AAD33E70-8A0C-11D2-A88F-0080296707ED}		86253		OLIGACANTHORHYNCHIDAE cystacanths	LEWCONTEI TESSELLATUS	RHINOCHEILUS	ACANTHOCEPHALA	MESENTERY; DORSAL MUSCULATURE		Bolette-BRC00126	CMNH-142374. (Carneigie Mus Nat Hist-Amph/Rept)	AFA	Carmine	Canada balsam	NORTH AMERICA	USA,AZ,MARUCIOA CO										VOUCHER	M1683-12		6-Jan-95	BOLETTE, D P	27-Feb-96		0		2/28/96	Cystacanth		1 slide, voucher, cystacanth, Oligacanthorhynchidae. Bolette-BRC00126.  Proboscis consistant with Oncicola oncicola but x-sections show a capsular type protonephridial organ structure similar to Oligacanthorhynchus. NEW PARATENIC HOST RECORD (1 of 354).  Removed from frozen host, fix AFA to 70% Etoh, stained carmine, Canada Balsam.  Host received from AZ Game & Fish Comm, Adoby Wildlife Rehab. Center, Phoenix, AZ, received 18 Aug 1994. Host deposited: Carnegie Museum Natrual History, Amphibians & Reptiles, Pittsburg, PA #142374.	
1	1	1	{AAD33E31-8A0C-11D2-A88F-0080296707ED}		86194		CENTRORHYNCHUS cystacanths	LECONTEI	RHINOCHELIUS	ACANTHOCEPHALA				ASU-26372 (Arizona State Univ Mus)				NORTH AMERICA	USA,AZ,PIMA CO,23 MI S. FLORENCE ON AZ HWY 80-89										VOUCHER	SH119-13	BEASTON, R; HELSETH, G	20-Apr-78	BURSEY, C R	2-Feb-96		0		2/8/96			1 vial cystacanths, from male snake, 533 mm SVL deposited in ASU 26372.	
1	1	1	{AAD2D348-8A0C-11D2-A88F-0080296707ED}		63348		DIDYMOZOID E	TRITOR	SCOMBEROMORUS	DIGENEA	SM INTESTINE	Pisces: Scombridae					Permount	AFRICA	GHANA,TEMA										VOUCHER	969-19	THOMAS, J D	19-Dec-64	FISCHTHAL, J H; THOMAS, J D	1967		0					1 slide, Didymozoid E, immature. Collected between Dec 1964 and March 1966. Didymozoidae.   Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
1	1	1	{AAD2D345-8A0C-11D2-A88F-0080296707ED}		63345		DIDYMOZOID E	ALEXANDRINUS	SCYRIS	DIGENEA	SM INTESTINE	Pisces: Carangidae	JHFischthal-G77				Permount	AFRICA	GHANA,ITURE										VOUCHER	969-16	FISCHTHAL, J H	21-Feb-66	FISCHTHAL, J H; THOMAS, J D	1967		0					1 slide, Didymozoid E, immature, G77. Didymozoidae.  Pub Fischthal & Thomas,1968, Proc Helm Soc Wash 35: 237-247.	
			{F094CEC3-D774-4DE1-97A1-016C42E6BA76}		95252		unknown intraerythrocytic hematozoan	EMPHAEUS	SEBASTES	PROTOZOA	blood		RMKocan-613	UW 44030 (Univ. Washington Fish Coll)	Methanol (abs)	Giemsa		NORTH AMERICA	USA,WA,San Juan Co,San Juan Channel		48	33	11	N	123	0	23	W	VOUCHER	172A-10 ;Document #430	KOCAN, R M	Apr-03			296	0		11/8/04			1 slide, gamont form, microphotographs (see Document #403). RMKocan-613.  GPS 48 33.192' N, 123 00.397'W. Fixed absolute methanol, stained Giemsa 7% (Accustain GS 500). Host identifer: Bruce Miller, Sch. Aquatic & Fisheries Sciences, Box 355100 Univ. Wasnington, Seattle, WA. Host fish desosited in Univ. Washington Fish Coll., FTR Bldg, as UW 44040.  Additional specimens in R M Kocan's collection.  Pub R M Kocan & A A Kocan, 2004, J Parasitol: submitted.	Dr. Kocan,
			{83B5A955-B2A6-40BE-A522-3FCA0BCBA777}		95253		unknown intraerythrocytic hematozoan	EMPHAEUS	SEBASTES	PROTOZOA	blood		RMKocan-606	UW 44030 (Univ. Washington Fish Coll)	Methanol (abs)	Giemsa		NORTH AMERICA	USA,WA,San Juan Co,San Juan Channel		48	33	11	N	123	0	23	W	VOUCHER	172A-11; Document #430	KOCAN, R M	Apr-03			296	0		11/8/04			1 slide, binuculeate form, microphotographs (see Document #403).  RMKocan-606.  GPS 48 33.192' N, 123 00.397'W. Fixed absolute methanol, stained Giemsa 7% (Accustain GS 500). Host identifer: Bruce Miller, Sch. Aquatic & Fisheries Sciences, Box 355100 Univ. Wasnington, Seattle, WA. Host fish desosited in Univ. Washington Fish Coll., FTR Bldg, as UW 44040.  Additional specimens in R M Kocan's collection.  Pub R M Kocan & A A Kocan, 2004, J Parasitol: submitted.	
			{73305B02-FB3A-11D3-A892-0080296707ED}		89835		ECHINORHYNCHIDAE cystacanth	BAUDINI	SMILISCA	ACANTHOCEPHALA	COELOM			UAZ-13368 (Univ Arizona Coll)				NORTH AMERICA	MEXICO,COLIMA,COLIMA										VOUCHER	SH126-4	GATES, G O	Jul-59	BURSEY, C R	15-Mar-00	50			3/22/00	Cystacanth		1 vial, cystacanth.  Host deposited Univ of Arizona as UAZ 13368.	
			{73305B01-FB3A-11D3-A892-0080296707ED}		89834		OLIGACANTHORHYNCHIDAE cystacanth	BAUDINI	SMILISCA	ACANTHOCEPHALA	STOMACH			UAZ-13368 (Univ Arizona Coll)				NORTH AMERICA	MEXICO,COLIMA,COLIMA										VOUCHER	SH126-4	GATES, G O	Jul-59	BURSEY, C R	15-Mar-00	50			3/22/00	Cystacanth		1 vial, cystacanth.  Host deposited Univ of Arizona as UAZ 13368.	
1	1	1	{AAD23BB4-8A0C-11D2-A88F-0080296707ED}		17938		BLOOD VESSEL	SCROFA DOMESTICA	SUS	MISCELLANEOUS PHYLA	HAM							NORTH AMERICA	USA,WASHINGTON,DC										VOUCHER	1695-B	PRICE	3-Dec-14	HALL, M C	3-Dec-14		0					1 vial, voucher.  Thought to be a parasite.	
1	1	1	{AAD244FE-8A0C-11D2-A88F-0080296707ED}		25195		PLANT MATERIAL	SCROFA DOMESTICA	SUS	MISCELLANEOUS PHYLA	LUNGS							NORTH AMERICA	USA,IA,FT. DODGE										VOUCHER	881-1	SHORE, H J	13-Oct-22	HALL, M C	18-Oct-22		0					1 slide.  Pseudoparasite- plant material	
			{E81A22A7-549A-11D3-A891-0080296707ED}		89091		OLIGACANTHORHYNCHIDAE cystacanth	TORQUATUS	TORPIDURUS	ACANTHOCEPHALA	BODY CAVITY							SOUTH AMERICA	BRAZIL,RIO DE JANEIRO,MACAE										VOUCHER	SH123-18	VRCIBRADIC, D	Feb-99	BURSEY, C R	12-Aug-99	50	0		8/17/99	Cystacanth		1 vial, cystacanth.	
			{77252BAA-F615-4826-B5C3-52C607260E1B}		100608		MEDIORHYNCHUS or EMPODISMA	SUSCITATOR TAIGOOR	TURNIX	ACANTHOCEPHALA			VanCleave-1732.1				Canada balsam	ASIA	India,Calcutta, Zoological Gardens					N				W	VOUCHER	SH229:15-97			VAN CLEAVE, H J COLLECTION		0	0		2/19/08	Adult male		1 slide, voucher.  VC-1732.1 bustard quail.  No date given.  Note: In the genus Empodius, the type species was transferred to Mediorhnchus: Yamaguti proposed the genus Empodisima from the other species that had been in Empodius.  From Indian Museum.	
1	1	1	{AAD346A7-8A0C-11D2-A88F-0080296707ED}		87283		OLIGACANTHORHYNCHIDAE cystacanths	STANSBURIANA	UTA	ACANTHOCEPHALA	BODY CAVITY							NORTH AMERICA	USA,CA,LOS ANGELES CO,SAN GABRIEL MTNS	34 18'N; 117 50'W	34	18	0	N	17	50	0	W	VOUCHER	SH120-16	GOLDBERG, S R	1974	BURSEY, C R	2-Jul-97		0		7/7/97	Cystacanths		1 vial, cystacanths.	
			{6D777A43-0482-44B8-AC4B-86B244F8A90F}		57260.02		HYMENOLEPIDIDAE ?	HUDSONUS	ZAPUS	CESTODA			JWhitaker-1062					NORTH AMERICA	USA,NY,TOMPKINS CO										VOUCHER	418A-3	WHITAKER, J	13-Jun-61	KINSELLA, M J	2-Nov-08		0		11/3/08			REDETERMINATION: JWhitaker-1062.   M. Kinsella 3 Nov 2008: stain is poor, no scolex; possibly a hymenolepidid.	
1	1	1	{AAD34784-8A0C-11D2-A88F-0080296707ED}		87429.03		SQUID SPERMATOPHORE	CAVIROSTRIS	ZIPHIUS	MISCELLANEOUS PHYLA	STOMACH		NEPST-143					CARIBBEAN	ST.CROIX (VIRGIN ISLANDS)										VOUCHER	Sh121-1	MIGNUCCI-GIANNONI, A A	5-Feb-91	HOBERG, E P	9-Sep-97		0		9/9/97			1 vial. NEP-ST-143. Pub  J. Parasitol.	
1	1	1	{AAD34789-8A0C-11D2-A88F-0080296707ED}		87431.03		SQUID SPERMATOPHORE	CAVIROSTRIS	ZIPHIUS	MISCELLANEOUS PHYLA	STOMACH		NEPST-145					CARIBBEAN	ST.CROIX (VIRGIN ISLANDS)										VOUCHER	Sh121-1	MIGNUCCI-GIANNONI, A A	6-Feb-91	HOBERG, E P	9-Sep-97		0		9/9/97			1 vial, NEPST-145.  Pub J. Parasitology.	
1	1	1	{AAD347D2-8A0C-11D2-A88F-0080296707ED}		87470		SQUID SPERMATOPHORE	CAVIROSTRIS	ZIPHIUS	MISCELLANEOUS PHYLA	STOMACH																		VOUCHER	Sh121-8	PALACIOS, D		HOBERG, E P	19-Sep-97		0		9/19/97			1 vial. Submitted in conjunction with material collected by Caribbean Stranding Network. See J. Parasitology.	
1	1	1	{AAD21F96-8A0C-11D2-A88F-0080296707ED}		3000.01		TICKS	TAURUS	BOS	ARTHROPODA								NORTH AMERICA	USA,OK,WAUKOMIS										VOUCHER	314E	ROUSE, F C	18 APR 1898	HADWEN, S	26-Jan-17		0					1 vial, vouchers.	
1	1	1	{AAD21F9F-8A0C-11D2-A88F-0080296707ED}		3006.01		TICKS	TAURUS	BOS	ARTHROPODA								NORTH AMERICA	USA,VA,RICHMOND										VOUCHER	315E	HEDRICK, H A	1898	STILES, C W; HASSALL, A	01 DEC 1898		0					1 vial, vouchers.	
1	1	1	{AAD21FA3-8A0C-11D2-A88F-0080296707ED}		3008.01		TICKS	TAURUS	BOS	ARTHROPODA								NORTH AMERICA	USA,SC,CHARLESTON										VOUCHER	315B	HEDRICK, H A	1898		09 JAN 1898		0					1 vial, vouchers.	
1	1	1	{AAD21FAB-8A0C-11D2-A88F-0080296707ED}		3014.01		TICKS	TAURUS	BOS	ARTHROPODA								NORTH AMERICA	USA,VA,YORK CO,TABBS										VOUCHER	377B	SINCLAIR, E A	21 SEP 1898		01 DEC 1898		0					1 vial, vouchers.	
1	1	1	{AAD22271-8A0C-11D2-A88F-0080296707ED}		4112.01		TICKS	TAURUS	BOS	ARTHROPODA								NORTH AMERICA	USA,MT,CEDAR CREEK,UPPER YELLOWSTONE										VOUCHER	253-D	RANDALL, R  (RANCH)	6-May-05		13-May-05		0					1 vial, vouchers.	
1	1	1	{AAD23CF9-8A0C-11D2-A88F-0080296707ED}		18255		TICKS	TAURUS	BOS	ARTHROPODA	SKIN							NORTH AMERICA	USA,AR,TEXARKANA										VOUCHER	1781-D	HALL, M C	1913				0					1 vial, vouchers.	
1	1	1	{AAD24C93-8A0C-11D2-A88F-0080296707ED}		27044.01		TICKS	TAURUS	BOS	ARTHROPODA	SKIN							CENTRAL AMERICA	NICARAGUA,GRANADA										VOUCHER	2354-B	HALL, M C; AUGUSTINE, D L	24-Jul-27				0					1 vial, voucher.  Original #82.  See 31546.	
1	1	1	{AAD28332-8A0C-11D2-A88F-0080296707ED}		41114.01		TICKS	TAURUS	BOS	ARTHROPODA	SKIN							CARIBBEAN	USA,PR,MAYAGUEZ										VOUCHER	3470-A	VAN VOLKENBERG, H L					0					1 vial.	
1	1	1	{AAD264CD-8A0C-11D2-A88F-0080296707ED}		33280		TICKS, SEED	TAURUS	BOS	ARTHROPODA	EXTERNAL							NORTH AMERICA	USA,GA,TIFTON										VOUCHER	2975-C	LUCAS, R E	20-Dec-32	MICNTOSH, Allen	3-Jan-33		0					1 vial, voucher.	
1	1	1	{AAD28341-8A0C-11D2-A88F-0080296707ED}		41127.01		TICKS	HIRCUS	CAPRA	ARTHROPODA	SKIN							CARIBBEAN	USA,PR,MAYAGUEZ										VOUCHER	3472-D	VAN VOLKENBERG, H L					0					1 vial	
1	1	1	{AAD23366-8A0C-11D2-A88F-0080296707ED}		10665		TICKS	BEECHEYI	CITELLUS	ARTHROPODA	STOMACH							NORTH AMERICA	USA,CA,SAN FRANCISCO										VOUCHER	P74-F	MCCOY, G W	Apr-09				0					1 vial, vouchers.	
1	1	1	{AAD265FD-8A0C-11D2-A88F-0080296707ED}		33579		TICKS	VIVERRINUS	DASYURUS	ARTHROPODA	SKIN							AUSTRALIA	N.S.W.,BONG BONG										VOUCHER	3123-C	COBB, N A					0					1 vial, voucher.  Host:  Eastern Quoll also known as Eastern Native cat, a marsupial rodent common in Australia.	
1	1	1	{AAD265FE-8A0C-11D2-A88F-0080296707ED}		33580.01		TICKS	VIVERRINUS	DASYURUS	ARTHROPODA	SKIN							AUSTRALIA	N.S.W.,BONG BONG										VOUCHER	3123-D	COBB, N A	1890				0					1 vial, voucher.  Host:  Eastern Quoll also known as Eastern Native cat, a marsupial rodent common in Australia.  See 34283-34284 for fleas from same host.	
1	1	1	{AAD26600-8A0C-11D2-A88F-0080296707ED}		33581.01		TICKS	VIVERRINUS	DASYURUS	ARTHROPODA	SKIN							AUSTRALIA	N.S.W.,BONG BONG										VOUCHER	3123-E	COBB, N A	1890				0					1 vial, voucher.  Host:  Eastern Quoll also known as Eastern Native cat, a marsupial rodent common in Australia.	
1	1	1	{AAD26607-8A0C-11D2-A88F-0080296707ED}		33586.01		TICKS	VIVERRINUS	DASYURUS	ARTHROPODA	SKIN							AUSTRALIA	N.S.W.										VOUCHER	3124-E	COBB, N A					0					1 vial, voucher.  Host:  Eastern Quoll also known as Eastern Native cat, a marsupial rodent common in Australia.	
1	1	1	{AAD21F98-8A0C-11D2-A88F-0080296707ED}		3001.01		TICKS	CABALLUS	EQUUS	ARTHROPODA								NORTH AMERICA	USA,TX,SAN MARCOS										VOUCHER	319A	NORGAARD, V A	1898		01 DEC 1898		0					1 vial, vouchers.	
1	1	1	{AAD21FA8-8A0C-11D2-A88F-0080296707ED}		3012.01		TICKS	CABALLUS	EQUUS	ARTHROPODA								NORTH AMERICA	USA,TX,ST. GERTRUDES RANCH										VOUCHER	315D	NORGAARD, V A	1898		01 DEC 1898		0					1 vial, vouchers.	
1	1	1	{AAD2226D-8A0C-11D2-A88F-0080296707ED}		4110.01		TICKS	CABALLUS	EQUUS	ARTHROPODA								NORTH AMERICA	USA,MT,CEDAR CREEK,UPPER YELLOWSTONE										VOUCHER	253-B	KRAUTSCHUN, T W	1905		13-May-05		0					1 vial, vouchers.	
1	1	1	{AAD2226F-8A0C-11D2-A88F-0080296707ED}		4111.01		TICKS	CABALLUS	EQUUS	ARTHROPODA	SKIN							NORTH AMERICA	USA,MT,CEDAR CREEK,UPPER YELLOWSTONE										VOUCHER	253-C	KRAUTSCHUN, T W	9-Apr-05	MCINTOSH, Allen	17-Feb-32		0					1 vial, vouchers.	
1	1	1	{AAD22275-8A0C-11D2-A88F-0080296707ED}		4114.01		TICKS	CABALLUS	EQUUS	ARTHROPODA								NORTH AMERICA	USA,MT,PARK CO,CEDAR CREEK										VOUCHER	254-B	RANDALL, R	5-May-05		13-May-05		0					1 vial, vouchers.	
1	1	1	{AAD28330-8A0C-11D2-A88F-0080296707ED}		41112.01		TICKS	CABALLUS	EQUUS	ARTHROPODA	EXTERNAL - EAR							CARIBBEAN	USA,PR,MAYAGUEZ										VOUCHER	3469-D	VAN VOLKENBERG, H L					0					1 vial.	
1	1	1	{AAD23BF3-8A0C-11D2-A88F-0080296707ED}		18003		TICKS	GALLUS DOMESTICA	GALLUS	ARTHROPODA								NORTH AMERICA	USA,FL,LAKELAND										VOUCHER	1699-B	WENDLER, J H	Jan-15				0					1 vial, voucher.	
1	1	1	{AAD22140-8A0C-11D2-A88F-0080296707ED}		3820.01		TICKS		GIRAFFA	ARTHROPODA	SKIN							AFRICA	KENYA,NORTH OF LAKE BERINGO										VOUCHER	1053-C				19-Sep-04		0					1 vial, vouchers.	
1	1	1	{AAD34217-8A0C-11D2-A88F-0080296707ED}		41012.01		TICKS		GROUSE	ARTHROPODA	SKIN		Levine-534					NORTH AMERICA	USA,NY,ITHACA										VOUCHER	3438-B	LEVINE	1934				0		10/15/96			1 vial, #534	
1	1	1	{AAD22273-8A0C-11D2-A88F-0080296707ED}		4113.01		TICKS	SAPIENS	HOMO	ARTHROPODA								NORTH AMERICA	USA,MT,PARK CO,CEDAR CREEK										VOUCHER	253-E	RANDALL, R	4-May-05		13-May-05		0					1 vial, vouchers.	
1	1	1	{AAD22231-8A0C-11D2-A88F-0080296707ED}		4054.01		TICKS	CAPYBARA	HYDROCHOERUS	ARTHROPODA	dried skin							NORTH AMERICA	USA,Wash,DC,National Zoological Park										VOUCHER	68-D	HASSALL, A	Jan-05				0					1 vial, vouchers.  Capybara imported from South America.	
1	1	1	{AAD2A16A-8A0C-11D2-A88F-0080296707ED}		48560		TICKS	TOWNSENDI	LEPUS	ARTHROPODA			RJanson-12					NORTH AMERICA	USA,UT,HEDER CITY										VOUCHER	4872-G	JANSON, R	25-Jul-41				0					1 vial, voucher.  RJanson-12.	
1	1	1	{AAD2A16B-8A0C-11D2-A88F-0080296707ED}		48561		TICKS	TOWNSENDI	LEPUS	ARTHROPODA								NORTH AMERICA	USA,UT,WASATCH CO,STRAWBERRY VALLEY										VOUCHER	4873-A	JANSON, R	17-Jul-41				0					1 vial, vouchers.	
1	1	1	{AAD2A166-8A0C-11D2-A88F-0080296707ED}		48556		TICKS	TOWSENDII	LEPUS	ARTHROPODA			RJanson-4					NORTH AMERICA	USA,UT,BOX ELDER CO										VOUCHER	4872-C	JANSON, R	30-Mar-41				0					1 vial, voucher.  RJanson-4.	
1	1	1	{AAD282C0-8A0C-11D2-A88F-0080296707ED}		40992		TICKS	FLAVIVENTRIS NOSOPHORA	MARMOTA	ARTHROPODA	SKIN							NORTH AMERICA	USA,WY,JACKSON										VOUCHER	3452-A	MURIE, O J	17-May-29				0					1 vial	
